,Timestamp,Object,Range,Angle1,Angle2,Magnitude
7326,2023-01-01 00:03:36,28938,26570.69,-4.9041,-6.1202,10.0
7327,2023-01-01 00:03:36,23230,39694.63,-7.1342,-1.3028,11.1
7328,2023-01-01 00:03:36,28379,32923.97,-5.6249,8.6334,10.8
7329,2023-01-01 00:03:36,24737,39671.27,0.061,5.2953,11.0
7330,2023-01-01 00:03:36,21907,9823.36,-2.6269,-10.154,8.1
7331,2023-01-01 00:03:36,39021,4921.68,7.6269,5.4108,6.8
7332,2023-01-01 00:03:36,25638,40090.35,-4.8182,-1.6166,11.0
7333,2023-01-01 00:03:36,25354,39162.33,-5.2675,10.0077,10.8
7334,2023-01-01 00:03:36,39190,10239.33,-4.3185,8.6764,8.5
7335,2023-01-01 00:03:37,23230,39692.23,-7.1568,-1.2731,11.1
7336,2023-01-01 00:03:37,28938,26568.85,-4.9235,-6.0876,10.0
7337,2023-01-01 00:03:37,22787,39920.08,-4.2634,-0.4013,10.4
7338,2023-01-01 00:03:37,40351,10417.51,-5.3493,6.686,8.6
7339,2023-01-01 00:03:37,39021,4915.67,7.5815,5.5478,6.8
7340,2023-01-01 00:03:37,23313,39777.65,-1.8773,4.4996,11.2
7341,2023-01-01 00:03:37,25354,39159.08,-5.2999,10.0412,10.8
7342,2023-01-01 00:03:37,28379,32922.5,-5.6587,8.6665,10.8
7343,2023-01-01 00:03:37,25638,40086.76,-4.839,-1.5841,11.0
7344,2023-01-01 00:03:37,24737,39667.25,0.0336,5.3331,11.0
7345,2023-01-01 00:03:37,39190,10234.24,-4.3679,8.737,8.5
7346,2023-01-01 00:03:37,28546,36611.06,-2.4079,-1.9235,10.2
7347,2023-01-01 00:03:37,21907,9813.49,-2.6685,-10.1077,8.1
7348,2023-01-01 00:03:38,23230,39689.83,-7.1794,-1.2434,11.1
7349,2023-01-01 00:03:38,39190,10229.15,-4.4175,8.7976,8.5
7350,2023-01-01 00:03:38,28938,26567.02,-4.9429,-6.0551,10.0
7351,2023-01-01 00:03:38,28379,32921.04,-5.6925,8.6996,10.8
7352,2023-01-01 00:03:38,28546,36606.49,-2.4301,-1.8885,10.2
7353,2023-01-01 00:03:38,21907,9803.62,-2.7101,-10.0614,8.1
7354,2023-01-01 00:03:38,22787,39916.43,-4.2858,-0.368,10.4
7355,2023-01-01 00:03:38,24737,39663.24,0.0061,5.3709,11.0
7356,2023-01-01 00:03:38,25638,40083.17,-4.8599,-1.5517,11.0
7357,2023-01-01 00:03:38,23313,39773.86,-1.9038,4.5354,11.2
7358,2023-01-01 00:03:38,39021,4909.68,7.5357,5.685,6.8
7359,2023-01-01 00:03:38,40351,10412.44,-5.3968,6.7445,8.6
7360,2023-01-01 00:03:38,25354,39155.84,-5.3322,10.0747,10.8
7361,2023-01-01 00:03:39,40351,10407.38,-5.4445,6.8029,8.6
7362,2023-01-01 00:03:39,39190,10224.07,-4.4671,8.8583,8.5
7363,2023-01-01 00:03:39,23313,39770.06,-1.9304,4.5712,11.2
7364,2023-01-01 00:03:39,39021,4903.71,7.4897,5.8224,6.8
7365,2023-01-01 00:03:39,21907,9793.76,-2.7519,-10.0151,8.1
7366,2023-01-01 00:03:39,22787,39912.79,-4.3083,-0.3348,10.4
7367,2023-01-01 00:03:39,24737,39659.23,-0.0215,5.4087,11.0
7368,2023-01-01 00:03:39,25354,39152.6,-5.3646,10.1082,10.8
7369,2023-01-01 00:03:39,25638,40079.59,-4.8809,-1.5192,11.0
7370,2023-01-01 00:03:39,23230,39687.44,-7.202,-1.2137,11.1
7371,2023-01-01 00:03:39,28546,36601.93,-2.4523,-1.8535,10.2
7372,2023-01-01 00:03:39,28938,26565.18,-4.9624,-6.0225,10.0
7373,2023-01-01 00:03:39,28379,32919.59,-5.7265,8.7327,10.8
7374,2023-01-01 00:03:40,25638,40076.01,-4.9018,-1.4868,11.0
7375,2023-01-01 00:03:40,39021,4897.75,7.4434,5.96,6.8
7376,2023-01-01 00:03:40,28938,26563.35,-4.9819,-5.99,10.0
7377,2023-01-01 00:03:40,21907,9783.9,-2.7939,-9.9688,8.0
7378,2023-01-01 00:03:40,40351,10402.33,-5.4923,6.8614,8.6
7379,2023-01-01 00:03:40,22787,39909.15,-4.3308,-0.3015,10.4
7380,2023-01-01 00:03:40,46537,274.19,7.9181,-6.3354,1.1
7381,2023-01-01 00:03:40,23230,39685.05,-7.2247,-1.1841,11.1
7382,2023-01-01 00:03:40,23313,39766.27,-1.9569,4.6071,11.2
7383,2023-01-01 00:03:40,28546,36597.36,-2.4746,-1.8185,10.2
7384,2023-01-01 00:03:40,24737,39655.22,-0.0491,5.4465,11.0
7385,2023-01-01 00:03:40,28379,32918.13,-5.7604,8.7658,10.8
7386,2023-01-01 00:03:40,39190,10219.0,-4.517,8.9189,8.5
7387,2023-01-01 00:03:41,28546,36592.8,-2.4969,-1.7835,10.2
7388,2023-01-01 00:03:41,28379,32916.69,-5.7944,8.7988,10.8
7389,2023-01-01 00:03:41,39021,4891.81,7.3968,6.0978,6.8
7390,2023-01-01 00:03:41,25638,40072.44,-4.9228,-1.4544,11.0
7391,2023-01-01 00:03:41,39190,10213.93,-4.5669,8.9796,8.5
7392,2023-01-01 00:03:41,24737,39651.22,-0.0767,5.4843,11.0
7393,2023-01-01 00:03:41,40351,10397.28,-5.5402,6.9199,8.6
7394,2023-01-01 00:03:41,23313,39762.48,-1.9836,4.6429,11.2
7395,2023-01-01 00:03:41,23230,39682.66,-7.2474,-1.1544,11.1
7396,2023-01-01 00:03:41,46537,262.77,5.9797,-5.8909,1.0
7397,2023-01-01 00:03:41,28938,26561.52,-5.0014,-5.9575,10.0
7398,2023-01-01 00:03:41,21907,9774.04,-2.8359,-9.9224,8.0
7399,2023-01-01 00:03:41,22787,39905.51,-4.3534,-0.2682,10.4
7400,2023-01-01 00:03:42,22787,39901.87,-4.376,-0.235,10.4
7401,2023-01-01 00:03:42,28546,36588.24,-2.5193,-1.7486,10.2
7402,2023-01-01 00:03:42,28938,26559.69,-5.021,-5.925,10.0
7403,2023-01-01 00:03:42,28379,32915.24,-5.8284,8.8318,10.8
7404,2023-01-01 00:03:42,21907,9764.19,-2.8781,-9.8761,8.0
7405,2023-01-01 00:03:42,39021,4885.88,7.3499,6.2358,6.8
7406,2023-01-01 00:03:42,25638,40068.87,-4.9439,-1.4219,11.0
7407,2023-01-01 00:03:42,39190,10208.87,-4.617,9.0402,8.5
7408,2023-01-01 00:03:42,24737,39647.22,-0.1044,5.522,11.0
7409,2023-01-01 00:03:42,23313,39758.7,-2.0102,4.6786,11.2
7410,2023-01-01 00:03:42,40351,10392.25,-5.5882,6.9784,8.6
7411,2023-01-01 00:03:42,23230,39680.28,-7.2701,-1.1248,11.1
7412,2023-01-01 00:03:42,46537,251.68,3.8712,-5.4172,0.9
7413,2023-01-01 00:03:43,28379,32913.81,-5.8625,8.8648,10.8
7414,2023-01-01 00:03:43,21907,9754.34,-2.9204,-9.8298,8.0
7415,2023-01-01 00:03:43,24737,39643.23,-0.1321,5.5597,11.0
7416,2023-01-01 00:03:43,25638,40065.3,-4.9649,-1.3895,11.0
7417,2023-01-01 00:03:43,39021,4879.97,7.3027,6.3741,6.8
7418,2023-01-01 00:03:43,46537,240.97,1.5753,-4.9104,0.8
7419,2023-01-01 00:03:43,39190,10203.82,-4.6672,9.1009,8.5
7420,2023-01-01 00:03:43,23230,39677.89,-7.2929,-1.0952,11.1
7421,2023-01-01 00:03:43,22787,39898.24,-4.3986,-0.2018,10.4
7422,2023-01-01 00:03:43,40351,10387.21,-5.6363,7.0369,8.6
7423,2023-01-01 00:03:43,28546,36583.69,-2.5417,-1.7136,10.2
7424,2023-01-01 00:03:43,28938,26557.86,-5.0406,-5.8925,10.0
7425,2023-01-01 00:03:43,23313,39754.92,-2.0369,4.7144,11.2
7426,2023-01-01 00:03:44,28938,26556.04,-5.0602,-5.86,10.0
7427,2023-01-01 00:03:44,28379,32912.37,-5.8966,8.8978,10.8
7428,2023-01-01 00:03:44,21907,9744.5,-2.9628,-9.7835,8.0
7429,2023-01-01 00:03:44,22787,39894.61,-4.4213,-0.1686,10.4
7430,2023-01-01 00:03:44,25638,40061.73,-4.986,-1.3572,11.0
7431,2023-01-01 00:03:44,28546,36579.14,-2.5641,-1.6787,10.2
7432,2023-01-01 00:03:44,23230,39675.52,-7.3157,-1.0656,11.1
7433,2023-01-01 00:03:44,39021,4874.07,7.2552,6.5125,6.8
7434,2023-01-01 00:03:44,39190,10198.77,-4.7175,9.1616,8.5
7435,2023-01-01 00:03:44,40351,10382.19,-5.6846,7.0954,8.6
7436,2023-01-01 00:03:44,23313,39751.15,-2.0637,4.7501,11.2
7437,2023-01-01 00:03:44,24737,39639.24,-0.1599,5.5974,11.0
7438,2023-01-01 00:03:44,46537,230.69,-0.9258,-4.3663,0.7
7439,2023-01-01 00:03:45,22787,39890.98,-4.444,-0.1354,10.4
7440,2023-01-01 00:03:45,28546,36574.59,-2.5866,-1.6438,10.2
7441,2023-01-01 00:03:45,40351,10377.17,-5.733,7.154,8.6
7442,2023-01-01 00:03:45,46537,220.9,-3.6503,-3.7798,0.6
7443,2023-01-01 00:03:45,28938,26554.22,-5.0799,-5.8276,10.0
7444,2023-01-01 00:03:45,28379,32910.94,-5.9308,8.9307,10.8
7445,2023-01-01 00:03:45,23313,39747.37,-2.0905,4.7858,11.2
7446,2023-01-01 00:03:45,23230,39673.14,-7.3385,-1.036,11.1
7447,2023-01-01 00:03:45,25638,40058.16,-5.0072,-1.3248,11.0
7448,2023-01-01 00:03:45,39021,4868.19,7.2075,6.6512,6.8
7449,2023-01-01 00:03:45,39190,10193.74,-4.7679,9.2223,8.5
7450,2023-01-01 00:03:45,21907,9734.66,-3.0054,-9.7371,8.0
7451,2023-01-01 00:03:45,24737,39635.25,-0.1877,5.6351,11.0
7452,2023-01-01 00:03:46,28938,26552.4,-5.0996,-5.7951,10.0
7453,2023-01-01 00:03:46,23230,39670.77,-7.3614,-1.0064,11.1
7454,2023-01-01 00:03:46,28546,36570.05,-2.6091,-1.6089,10.2
7455,2023-01-01 00:03:46,24737,39631.27,-0.2156,5.6727,11.0
7456,2023-01-01 00:03:46,39021,4862.33,7.1594,6.79,6.8
7457,2023-01-01 00:03:46,46537,211.67,-6.6158,-3.1446,0.6
7458,2023-01-01 00:03:46,40351,10372.16,-5.7815,7.2125,8.6
7459,2023-01-01 00:03:46,28379,32909.52,-5.965,8.9636,10.8
7460,2023-01-01 00:03:46,23313,39743.61,-2.1173,4.8216,11.2
7461,2023-01-01 00:03:46,22787,39887.36,-4.4668,-0.1022,10.4
7462,2023-01-01 00:03:46,21907,9724.82,-3.0481,-9.6908,8.0
7463,2023-01-01 00:03:46,39190,10188.71,-4.8185,9.283,8.5
7464,2023-01-01 00:03:46,25638,40054.6,-5.0284,-1.2924,11.0
7465,2023-01-01 00:03:47,40351,10367.16,-5.8301,7.2711,8.6
7466,2023-01-01 00:03:47,28938,26550.58,-5.1194,-5.7626,10.0
7467,2023-01-01 00:03:47,39021,4856.48,7.1111,6.9291,6.8
7468,2023-01-01 00:03:47,39190,10183.68,-4.8692,9.3437,8.5
7469,2023-01-01 00:03:47,46537,203.09,-9.838,-2.4536,0.5
7470,2023-01-01 00:03:47,25638,40051.05,-5.0496,-1.2601,11.0
7471,2023-01-01 00:03:47,24737,39627.29,-0.2435,5.7104,11.0
7472,2023-01-01 00:03:47,28546,36565.5,-2.6317,-1.574,10.2
7473,2023-01-01 00:03:47,21907,9714.98,-3.0909,-9.6445,8.0
7474,2023-01-01 00:03:47,23313,39739.84,-2.1442,4.8572,11.2
7475,2023-01-01 00:03:47,28379,32908.1,-5.9992,8.9965,10.8
7476,2023-01-01 00:03:47,23230,39668.4,-7.3843,-0.9769,11.1
7477,2023-01-01 00:03:47,22787,39883.74,-4.4896,-0.0691,10.4
7478,2023-01-01 00:03:47,25308,3798.06,8.8567,-7.1246,7.8
7479,2023-01-01 00:03:48,25638,40047.49,-5.0709,-1.2278,11.0
7480,2023-01-01 00:03:48,24737,39623.32,-0.2714,5.748,11.0
7481,2023-01-01 00:03:48,23230,39666.04,-7.4072,-0.9474,11.1
7482,2023-01-01 00:03:48,39021,4850.65,7.0624,7.0684,6.8
7483,2023-01-01 00:03:48,25308,3787.93,8.7226,-7.0199,7.8
7484,2023-01-01 00:03:48,23313,39736.08,-2.1711,4.8929,11.2
7485,2023-01-01 00:03:48,39190,10178.67,-4.9201,9.4044,8.5
7486,2023-01-01 00:03:48,22787,39880.12,-4.5124,-0.0359,10.4
7487,2023-01-01 00:03:48,28938,26548.76,-5.1392,-5.7302,10.0
7488,2023-01-01 00:03:48,28379,32906.69,-6.0335,9.0294,10.8
7489,2023-01-01 00:03:48,21907,9705.15,-3.1338,-9.5981,8.0
7490,2023-01-01 00:03:48,28546,36560.97,-2.6543,-1.5391,10.2
7491,2023-01-01 00:03:48,40351,10362.16,-5.8789,7.3296,8.6
7492,2023-01-01 00:03:49,22787,39876.51,-4.5353,-0.0028,10.4
7493,2023-01-01 00:03:49,40351,10357.17,-5.9277,7.3882,8.6
7494,2023-01-01 00:03:49,21907,9695.33,-3.1769,-9.5518,8.0
7495,2023-01-01 00:03:49,23230,39663.67,-7.4302,-0.9179,11.1
7496,2023-01-01 00:03:49,28546,36556.43,-2.6769,-1.5043,10.2
7497,2023-01-01 00:03:49,39190,10173.66,-4.971,9.4652,8.5
7498,2023-01-01 00:03:49,24737,39619.35,-0.2994,5.7856,11.0
7499,2023-01-01 00:03:49,28379,32905.28,-6.0679,9.0622,10.8
7500,2023-01-01 00:03:49,28938,26546.95,-5.159,-5.6978,10.0
7501,2023-01-01 00:03:49,39021,4844.83,7.0135,7.2078,6.8
7502,2023-01-01 00:03:49,23313,39732.33,-2.1981,4.9286,11.2
7503,2023-01-01 00:03:49,25308,3777.81,8.5877,-6.915,7.8
7504,2023-01-01 00:03:49,25638,40043.94,-5.0922,-1.1955,11.0
7505,2023-01-01 00:03:50,23313,39728.57,-2.2251,4.9642,11.2
7506,2023-01-01 00:03:50,28546,36551.9,-2.6996,-1.4694,10.2
7507,2023-01-01 00:03:50,28379,32903.87,-6.1022,9.095,10.8
7508,2023-01-01 00:03:50,21907,9685.5,-3.2201,-9.5055,8.0
7509,2023-01-01 00:03:50,25638,40040.39,-5.1135,-1.1632,11.0
7510,2023-01-01 00:03:50,28938,26545.14,-5.1789,-5.6653,10.0
7511,2023-01-01 00:03:50,25308,3767.71,8.4521,-6.81,7.8
7512,2023-01-01 00:03:50,22787,39872.9,-4.5582,0.0303,10.4
7513,2023-01-01 00:03:50,39021,4839.04,6.9643,7.3475,6.8
7514,2023-01-01 00:03:50,24737,39615.38,-0.3274,5.8232,11.0
7515,2023-01-01 00:03:50,23230,39661.32,-7.4532,-0.8884,11.1
7516,2023-01-01 00:03:50,39190,10168.66,-5.0221,9.5259,8.5
7517,2023-01-01 00:03:50,40351,10352.18,-5.9767,7.4468,8.5
7518,2023-01-01 00:03:51,24737,39611.42,-0.3555,5.8607,11.0
7519,2023-01-01 00:03:51,25308,3757.64,8.3157,-6.7049,7.7
7520,2023-01-01 00:03:51,25638,40036.84,-5.1349,-1.1309,11.0
7521,2023-01-01 00:03:51,28379,32902.47,-6.1367,9.1278,10.8
7522,2023-01-01 00:03:51,39021,4833.25,6.9147,7.4874,6.8
7523,2023-01-01 00:03:51,28938,26543.33,-5.1988,-5.6329,10.0
7524,2023-01-01 00:03:51,23313,39724.82,-2.2522,4.9998,11.2
7525,2023-01-01 00:03:51,40351,10347.21,-6.0258,7.5054,8.5
7526,2023-01-01 00:03:51,28546,36547.37,-2.7223,-1.4346,10.2
7527,2023-01-01 00:03:51,23230,39658.96,-7.4763,-0.8589,11.1
7528,2023-01-01 00:03:51,39190,10163.66,-5.0734,9.5867,8.5
7529,2023-01-01 00:03:51,22787,39869.29,-4.5811,0.0634,10.4
7530,2023-01-01 00:03:51,21907,9675.68,-3.2634,-9.4591,8.0
7531,2023-01-01 00:03:52,22787,39865.69,-4.6041,0.0965,10.4
7532,2023-01-01 00:03:52,25308,3747.59,8.1785,-6.5998,7.7
7533,2023-01-01 00:03:52,28379,32901.08,-6.1711,9.1606,10.8
7534,2023-01-01 00:03:52,28546,36542.84,-2.745,-1.3998,10.2
7535,2023-01-01 00:03:52,24737,39607.47,-0.3837,5.8983,11.0
7536,2023-01-01 00:03:52,28938,26541.52,-5.2187,-5.6005,10.0
7537,2023-01-01 00:03:52,23313,39721.08,-2.2793,5.0354,11.2
7538,2023-01-01 00:03:52,21907,9665.87,-3.3069,-9.4128,8.0
7539,2023-01-01 00:03:52,39021,4827.49,6.8649,7.6275,6.8
7540,2023-01-01 00:03:52,39190,10158.68,-5.1247,9.6475,8.5
7541,2023-01-01 00:03:52,25638,40033.3,-5.1563,-1.0986,11.0
7542,2023-01-01 00:03:52,23230,39656.61,-7.4994,-0.8294,11.1
7543,2023-01-01 00:03:52,40351,10342.24,-6.0751,7.564,8.5
7544,2023-01-01 00:03:53,39190,10153.7,-5.1762,9.7082,8.5
7545,2023-01-01 00:03:53,28379,32899.69,-6.2056,9.1933,10.8
7546,2023-01-01 00:03:53,21907,9656.06,-3.3505,-9.3665,8.0
7547,2023-01-01 00:03:53,40351,10337.28,-6.1244,7.6226,8.5
7548,2023-01-01 00:03:53,28938,26539.72,-5.2387,-5.5681,10.0
7549,2023-01-01 00:03:53,25638,40029.76,-5.1777,-1.0663,11.0
7550,2023-01-01 00:03:53,24737,39603.51,-0.4118,5.9358,11.0
7551,2023-01-01 00:03:53,22787,39862.09,-4.6272,0.1296,10.4
7552,2023-01-01 00:03:53,25308,3737.55,8.0405,-6.4945,7.7
7553,2023-01-01 00:03:53,39021,4821.74,6.8148,7.7678,6.8
7554,2023-01-01 00:03:53,23230,39654.26,-7.5225,-0.8,11.1
7555,2023-01-01 00:03:53,23313,39717.34,-2.3064,5.071,11.2
7556,2023-01-01 00:03:53,28546,36538.32,-2.7678,-1.365,10.2
7557,2023-01-01 00:03:54,22787,39858.49,-4.6502,0.1626,10.4
7558,2023-01-01 00:03:54,25308,3727.54,7.9018,-6.389,7.7
7559,2023-01-01 00:03:54,25638,40026.22,-5.1992,-1.0341,11.0
7560,2023-01-01 00:03:54,28379,32898.3,-6.2402,9.2261,10.8
7561,2023-01-01 00:03:54,21907,9646.25,-3.3942,-9.3201,8.0
7562,2023-01-01 00:03:54,40351,10332.32,-6.1739,7.6812,8.5
7563,2023-01-01 00:03:54,23230,39651.91,-7.5456,-0.7706,11.1
7564,2023-01-01 00:03:54,28546,36533.8,-2.7907,-1.3302,10.2
7565,2023-01-01 00:03:54,28938,26537.91,-5.2587,-5.5358,10.0
7566,2023-01-01 00:03:54,23313,39713.6,-2.3336,5.1065,11.2
7567,2023-01-01 00:03:54,39190,10148.73,-5.2279,9.769,8.5
7568,2023-01-01 00:03:54,39021,4816.01,6.7643,7.9084,6.8
7569,2023-01-01 00:03:54,24737,39599.56,-0.4401,5.9733,11.0
7570,2023-01-01 00:03:55,40351,10327.37,-6.2235,7.7398,8.5
7571,2023-01-01 00:03:55,28379,32896.92,-6.2748,9.2588,10.8
7572,2023-01-01 00:03:55,28546,36529.28,-2.8136,-1.2955,10.2
7573,2023-01-01 00:03:55,39190,10143.76,-5.2796,9.8298,8.5
7574,2023-01-01 00:03:55,21907,9636.45,-3.4381,-9.2738,8.0
7575,2023-01-01 00:03:55,25638,40022.69,-5.2208,-1.0019,11.0
7576,2023-01-01 00:03:55,28938,26536.11,-5.2787,-5.5034,10.0
7577,2023-01-01 00:03:55,39021,4810.29,6.7136,8.0491,6.8
7578,2023-01-01 00:03:55,22787,39854.9,-4.6733,0.1956,10.4
7579,2023-01-01 00:03:55,23230,39649.57,-7.5688,-0.7412,11.1
7580,2023-01-01 00:03:55,23313,39709.87,-2.3608,5.1421,11.2
7581,2023-01-01 00:03:55,25308,3717.55,7.7623,-6.2835,7.7
7582,2023-01-01 00:03:55,24737,39595.62,-0.4683,6.0107,11.0
7583,2023-01-01 00:03:56,21907,9626.65,-3.482,-9.2274,8.0
7584,2023-01-01 00:03:56,40351,10322.43,-6.2733,7.7984,8.5
7585,2023-01-01 00:03:56,22787,39851.31,-4.6965,0.2287,10.3
7586,2023-01-01 00:03:56,39190,10138.81,-5.3315,9.8906,8.5
7587,2023-01-01 00:03:56,23230,39647.23,-7.592,-0.7118,11.1
7588,2023-01-01 00:03:56,39021,4804.59,6.6625,8.19,6.8
7589,2023-01-01 00:03:56,28938,26534.31,-5.2988,-5.471,10.0
7590,2023-01-01 00:03:56,23313,39706.14,-2.3881,5.1776,11.2
7591,2023-01-01 00:03:56,28546,36524.77,-2.8365,-1.2607,10.2
7592,2023-01-01 00:03:56,24737,39591.68,-0.4966,6.0482,11.0
7593,2023-01-01 00:03:56,54917,490.43,9.0821,6.5463,3.9
7594,2023-01-01 00:03:56,28379,32895.54,-6.3094,9.2914,10.8
7595,2023-01-01 00:03:56,25638,40019.16,-5.2423,-0.9697,11.0
7596,2023-01-01 00:03:56,25308,3707.58,7.6219,-6.1779,7.7
7597,2023-01-01 00:03:57,28379,32894.17,-6.3441,9.3241,10.8
7598,2023-01-01 00:03:57,25638,40015.63,-5.2639,-0.9375,11.0
7599,2023-01-01 00:03:57,39190,10133.86,-5.3835,9.9515,8.5
7600,2023-01-01 00:03:57,23230,39644.9,-7.6152,-0.6824,11.1
7601,2023-01-01 00:03:57,28546,36520.26,-2.8594,-1.226,10.2
7602,2023-01-01 00:03:57,22787,39847.72,-4.7196,0.2617,10.3
7603,2023-01-01 00:03:57,25308,3697.64,7.4808,-6.0722,7.7
7604,2023-01-01 00:03:57,40351,10317.5,-6.3231,7.8571,8.5
7605,2023-01-01 00:03:57,28938,26532.52,-5.319,-5.4387,10.0
7606,2023-01-01 00:03:57,24737,39587.74,-0.525,6.0856,11.0
7607,2023-01-01 00:03:57,54917,483.34,7.5244,6.8619,3.9
7608,2023-01-01 00:03:57,39021,4798.91,6.6112,8.3312,6.8
7609,2023-01-01 00:03:57,23313,39702.42,-2.4154,5.2131,11.2
7610,2023-01-01 00:03:57,21907,9616.85,-3.5261,-9.1811,8.0
7611,2023-01-01 00:03:58,39021,4793.25,6.5595,8.4725,6.8
7612,2023-01-01 00:03:58,39190,10128.92,-5.4357,10.0123,8.5
7613,2023-01-01 00:03:58,22787,39844.14,-4.7429,0.2946,10.3
7614,2023-01-01 00:03:58,40351,10312.57,-6.3731,7.9157,8.5
7615,2023-01-01 00:03:58,54917,476.61,5.9192,7.1807,3.9
7616,2023-01-01 00:03:58,25638,40012.1,-5.2855,-0.9053,11.0
7617,2023-01-01 00:03:58,23230,39642.56,-7.6385,-0.653,11.1
7618,2023-01-01 00:03:58,25308,3687.71,7.3389,-5.9663,7.7
7619,2023-01-01 00:03:58,28379,32892.81,-6.3788,9.3567,10.8
7620,2023-01-01 00:03:58,24737,39583.81,-0.5534,6.1231,11.0
7621,2023-01-01 00:03:58,28938,26530.72,-5.3391,-5.4063,10.0
7622,2023-01-01 00:03:58,28546,36515.75,-2.8824,-1.1913,10.2
7623,2023-01-01 00:03:58,21907,9607.06,-3.5704,-9.1347,8.0
7624,2023-01-01 00:03:58,23313,39698.69,-2.4427,5.2486,11.2
7625,2023-01-01 00:03:59,40351,10307.65,-6.4232,7.9744,8.5
7626,2023-01-01 00:03:59,22787,39840.56,-4.7661,0.3276,10.3
7627,2023-01-01 00:03:59,39190,10123.99,-5.4879,10.0731,8.5
7628,2023-01-01 00:03:59,28546,36511.25,-2.9055,-1.1566,10.2
7629,2023-01-01 00:03:59,28379,32891.44,-6.4135,9.3893,10.8
7630,2023-01-01 00:03:59,23313,39694.98,-2.4701,5.284,11.2
7631,2023-01-01 00:03:59,39021,4787.6,6.5075,8.6141,6.8
7632,2023-01-01 00:03:59,25638,40008.58,-5.3072,-0.8731,11.0
7633,2023-01-01 00:03:59,28938,26528.93,-5.3593,-5.374,10.0
7634,2023-01-01 00:03:59,21907,9597.27,-3.6148,-9.0884,8.0
7635,2023-01-01 00:03:59,25308,3677.81,7.1961,-5.8603,7.7
7636,2023-01-01 00:03:59,23230,39640.23,-7.6618,-0.6237,11.1
7637,2023-01-01 00:03:59,54917,470.26,4.2669,7.5029,3.8
7638,2023-01-01 00:03:59,24737,39579.88,-0.5818,6.1605,11.0
7639,2023-01-01 00:04:00,54917,464.32,2.5682,7.8285,3.8
7640,2023-01-01 00:04:00,28379,32890.09,-6.4484,9.4219,10.8
7641,2023-01-01 00:04:00,25308,3667.93,7.0525,-5.7542,7.7
7642,2023-01-01 00:04:00,40351,10302.74,-6.4734,8.0331,8.5
7643,2023-01-01 00:04:00,23230,39637.91,-7.6852,-0.5944,11.1
7644,2023-01-01 00:04:00,23313,39691.26,-2.4975,5.3195,11.2
7645,2023-01-01 00:04:00,24737,39575.96,-0.6103,6.1978,11.0
7646,2023-01-01 00:04:00,28546,36506.75,-2.9285,-1.1219,10.2
7647,2023-01-01 00:04:00,22787,39836.98,-4.7894,0.3606,10.3
7648,2023-01-01 00:04:00,21907,9587.49,-3.6593,-9.042,8.0
7649,2023-01-01 00:04:00,25638,40005.06,-5.3289,-0.8409,11.0
7650,2023-01-01 00:04:00,39021,4781.97,6.4552,8.7558,6.8
7651,2023-01-01 00:04:00,28938,26527.14,-5.3796,-5.3417,10.0
7652,2023-01-01 00:04:01,25308,3658.08,6.9082,-5.648,7.7
7653,2023-01-01 00:04:01,23313,39687.55,-2.525,5.3549,11.2
7654,2023-01-01 00:04:01,23230,39635.58,-7.7086,-0.5651,11.1
7655,2023-01-01 00:04:01,40351,10297.83,-6.5238,8.0917,8.5
7656,2023-01-01 00:04:01,24737,39572.04,-0.6388,6.2352,11.0
7657,2023-01-01 00:04:01,28546,36502.25,-2.9517,-1.0872,10.2
7658,2023-01-01 00:04:01,22787,39833.4,-4.8127,0.3935,10.3
7659,2023-01-01 00:04:01,54917,458.78,0.8242,8.1577,3.8
7660,2023-01-01 00:04:01,28379,32888.73,-6.4832,9.4545,10.8
7661,2023-01-01 00:04:01,28938,26525.35,-5.3998,-5.3094,10.0
7662,2023-01-01 00:04:01,39021,4776.36,6.4026,8.8978,6.8
7663,2023-01-01 00:04:01,25638,40001.55,-5.3507,-0.8088,11.0
7664,2023-01-01 00:04:01,21907,9577.71,-3.7039,-8.9957,8.0
7665,2023-01-01 00:04:02,25638,39998.03,-5.3725,-0.7767,11.0
7666,2023-01-01 00:04:02,25308,3648.24,6.7629,-5.5417,7.7
7667,2023-01-01 00:04:02,39021,4770.76,6.3496,9.04,6.8
7668,2023-01-01 00:04:02,23230,39633.26,-7.732,-0.5358,11.1
7669,2023-01-01 00:04:02,21907,9567.93,-3.7487,-8.9493,8.0
7670,2023-01-01 00:04:02,24737,39568.12,-0.6674,6.2725,11.0
7671,2023-01-01 00:04:02,40351,10292.93,-6.5743,8.1504,8.5
7672,2023-01-01 00:04:02,23313,39683.85,-2.5525,5.3903,11.2
7673,2023-01-01 00:04:02,28546,36497.76,-2.9748,-1.0526,10.2
7674,2023-01-01 00:04:02,28938,26523.57,-5.4201,-5.2771,10.0
7675,2023-01-01 00:04:02,22787,39829.83,-4.8361,0.4264,10.3
7676,2023-01-01 00:04:02,54917,453.68,-0.9638,8.4905,3.8
7677,2023-01-01 00:04:03,23313,39680.15,-2.5801,5.4257,11.2
7678,2023-01-01 00:04:03,24737,39564.21,-0.696,6.3099,11.0
7679,2023-01-01 00:04:03,39021,4765.19,6.2964,9.1824,6.8
7680,2023-01-01 00:04:03,28546,36493.27,-2.998,-1.018,10.2
7681,2023-01-01 00:04:03,25308,3638.43,6.6169,-5.4353,7.7
7682,2023-01-01 00:04:03,23230,39630.95,-7.7555,-0.5065,11.1
